Entity,Label
edema,OBS-DA
Pleural,ANAT-DP
effusion,OBS-U
small,OBS-U
Heart,ANAT-DP
size,ANAT-DP
normal,OBS-DP
pneumothorax,OBS-DA
post,OBS-DP
median,OBS-DP
sternotomy,OBS-DP
CABG,OBS-DP
Left - sided,ANAT-DP
AICD,OBS-DP
single,OBS-DP
lead,OBS-DP
right,ANAT-DP
ventricle,ANAT-DP
Heart,ANAT-DP
size,ANAT-DP
normal,OBS-DP
Mediastinal,ANAT-DP
hilar,ANAT-DP
contours,ANAT-DP
normal,OBS-DP
Lungs,ANAT-DP
clear,OBS-DP
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
acute,OBS-DA
osseous,ANAT-DP
abnormalities,OBS-DA
acute,OBS-DA
cardiopulmonary,ANAT-DP
abnormality,OBS-DA
Low,ANAT-DP
lung,ANAT-DP
volumes,ANAT-DP
enlargement,OBS-DP
cardiac,ANAT-DP
silhouette,ANAT-DP
Indistinctness,OBS-DP
engorged,OBS-U
pulmonary,ANAT-DP
vessels,ANAT-DP
elevation,OBS-U
pulmonary,ANAT-DP
venous,ANAT-DP
pressure,OBS-U
acute,OBS-U
focal,OBS-U
pneumonia,OBS-U
retrocardiac,ANAT-DP
area,ANAT-DP
single,OBS-DP
lead,OBS-DP
pacer,OBS-DP
apex,ANAT-DP
right,ANAT-DP
ventricle,ANAT-DP
post,OBS-DA
procedure,OBS-DA
pneumothorax,OBS-DA
Cardiac,ANAT-DP
silhouette,ANAT-DP
upper,OBS-DP
limits,OBS-DP
normal,OBS-DP
mildly,OBS-DP
enlarged,OBS-DP
appreciable,OBS-DA
vascular,ANAT-DP
congestion,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
acute,OBS-DA
focal,OBS-DA
pneumonia,OBS-DA
lungs,ANAT-DP
clear,OBS-DP
focal,OBS-DA
consolidation,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
cardiac,ANAT-DP
mediastinal,ANAT-DP
silhouettes,ANAT-DP
unremarkable,OBS-DP
acute,OBS-DA
cardiopulmonary,ANAT-DP
process,OBS-DA
post,OBS-DP
right,ANAT-DP
upper,ANAT-DP
lobe,ANAT-DP
wedge,OBS-DP
resection,OBS-DP
procedure,OBS-DP
postoperative,OBS-DP
volume,ANAT-DP
loss,OBS-DP
scarring,OBS-DP
A,OBS-DP
6 - mm,OBS-DP
diameter,OBS-DP
nodular,OBS-DP
opacity,OBS-DP
suture,OBS-DP
line,OBS-DP
seventh,ANAT-DP
posterior,ANAT-DP
right,ANAT-DP
rib,ANAT-DP
new,OBS-DP
an,OBS-DP
area,OBS-DP
consolidation,OBS-DP
left,ANAT-DP
retrocardiac,ANAT-DP
region,ANAT-DP
Remainder,ANAT-DP
lungs,ANAT-DP
small,OBS-DP
nodules,OBS-DP
right,ANAT-DP
mid,ANAT-DP
lower,ANAT-DP
lobes,ANAT-DP
Bronchial,ANAT-DP
wall,ANAT-DP
thickening,OBS-DP
right,ANAT-DP
upper,ANAT-DP
lobe,ANAT-DP
unchanged,OBS-DP
Cardiomediastinal,ANAT-DP
contours,ANAT-DP
stable,OBS-DP
pleural,ANAT-DP
effusion,OBS-DA
acute,OBS-DA
skeletal,ANAT-DP
findings,OBS-DA
New,OBS-DP
left,ANAT-DP
lower,ANAT-DP
lobe,ANAT-DP
consolidation,OBS-DP
acute,OBS-U
pneumonia,OBS-U
new,OBS-DP
6,OBS-DP
mm,OBS-DP
diameter,OBS-DP
lung,ANAT-DP
nodule,OBS-DP
right,ANAT-DP
upper,ANAT-DP
lobe,ANAT-DP
surgical,OBS-DP
chain,OBS-DP
sutures,OBS-DP
Right,ANAT-DP
upper,ANAT-DP
lung,ANAT-DP
surgical,OBS-DP
chain,OBS-DP
sutures,OBS-DP
unchanged,OBS-DP
left,ANAT-DP
upper,ANAT-DP
lung,ANAT-DP
nodule,OBS-DA
lungs,ANAT-DP
well - expanded,OBS-DP
clear,OBS-DP
Right,ANAT-DP
upper,ANAT-DP
lung,ANAT-DP
surgical,OBS-DP
chain,OBS-DP
sutures,OBS-DP
unchanged,OBS-DP
left,ANAT-DP
upper,ANAT-DP
lung,ANAT-DP
nodule,OBS-DA
lungs,ANAT-DP
well - expanded,OBS-DP
clear,OBS-DP
Pneumoperitoneum,OBS-DP
Widening,OBS-U
vascular,ANAT-DP
pedicle,ANAT-DP
low,OBS-DP
lung,ANAT-DP
volumes,ANAT-DP
intravascular,ANAT-DP
volume,ANAT-DP
status,OBS-DP
Free,OBS-DP
air,OBS-DP
underneath,ANAT-DP
both,ANAT-DP
hemidiaphragms,ANAT-DP
Lung,ANAT-DP
volumes,ANAT-DP
low,OBS-DP
vascular,ANAT-DP
pedicle,ANAT-DP
widened,OBS-U
slightly,OBS-DP
increased,OBS-DP
rightward,OBS-DP
shift,OBS-U
trachea,ANAT-DP
projectional,OBS-DP
Multi,OBS-DP
focal,OBS-DP
ill,OBS-DP
defined,OBS-DP
lung,ANAT-DP
opacities,OBS-DP
similar,OBS-DP
sarcoidosis,OBS-DP
superimposed,OBS-U
infection,OBS-U
pneumothorax,OBS-DA
substantial,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
Chain,OBS-DP
sutures,OBS-DP
right,ANAT-DP
mid,ANAT-DP
lung,ANAT-DP
similar,OBS-DP
Pneumoperitoneum,OBS-DP
Widening,OBS-U
vascular,ANAT-DP
pedicle,ANAT-DP
low,OBS-DP
lung,ANAT-DP
volumes,ANAT-DP
intravascular,ANAT-DP
volume,ANAT-DP
status,OBS-DP
Chain,OBS-DP
sutures,OBS-DP
overlying,OBS-DP
right,ANAT-DP
upper,ANAT-DP
hemithorax,ANAT-DP
right - sided,ANAT-DP
port,OBS-DA
cardiac,ANAT-DP
mediastinal,ANAT-DP
silhouettes,ANAT-DP
stable,OBS-DP
focal,OBS-U
consolidation,OBS-U
Rounded,OBS-DP
opacities,OBS-DP
lower,ANAT-DP
hemithorax,ANAT-DP
bilaterally,ANAT-DP
left,ANAT-DP
right,ANAT-DP
nipple,ANAT-DP
shadows,ANAT-DP
nipple,ANAT-DP
shadows,ANAT-DP
discrete,OBS-DA
pulmonary,ANAT-DP
nodules,OBS-DA
lung,ANAT-DP
bases,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
acute,OBS-DA
cardiopulmonary,ANAT-DP
process,OBS-DA
left - sided,ANAT-DP
PICC,OBS-DP
unchanged,OBS-DP
position,OBS-DP
Cardiac,ANAT-DP
mediastinal,ANAT-DP
contours,ANAT-DP
unchanged,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DA
effusions,OBS-DA
pneumothorax,OBS-DA
Surgical,OBS-DP
chain,OBS-DP
sutures,OBS-DP
right,ANAT-DP
upper,ANAT-DP
lobe,ANAT-DP
prior,OBS-DP
surgery,OBS-DP
fullness,OBS-DP
right,ANAT-DP
suprahilar,ANAT-DP
region,ANAT-DP
consolidative,OBS-U
fibrotic,OBS-U
area,OBS-U
pneumonia,OBS-DA
edema,OBS-DA
effusion,OBS-DA
Multifocal,OBS-DA
pulmonary,ANAT-DP
consolidation,OBS-DA
Heart,ANAT-DP
normal,OBS-DP
size,ANAT-DP
Right,ANAT-DP
paratracheal,ANAT-DP
mediastinal,ANAT-DP
fullness,OBS-DP
adenopathy,OBS-DP
longstanding,OBS-DP
pleural,ANAT-DP
effusion,OBS-DA
Heart,ANAT-DP
size,ANAT-DP
normal,OBS-DP
Right,ANAT-DP
jugular,ANAT-DP
line,OBS-DP
superior,ANAT-DP
cavoatrial,ANAT-DP
junction,ANAT-DP
lung,ANAT-DP
volumes,ANAT-DP
unchanged,OBS-DP
lung,ANAT-DP
parenchyma,ANAT-DP
bilateral,ANAT-DP
areas,ANAT-DP
parenchymal,ANAT-DP
scarring,OBS-DP
very,OBS-DP
subtle,OBS-DP
micronodules,OBS-DA
fibrotic,OBS-U
lung,ANAT-DP
disease,OBS-U
aorta,ANAT-DP
tortuous,OBS-DP
heart,ANAT-DP
normal,OBS-DP
size,ANAT-DP
pulmonary,ANAT-DP
edema,OBS-DA
pneumonia,OBS-DA
left,ANAT-DP
hilus,ANAT-DP
high,OBS-DP
slightly,OBS-DP
enlarged,OBS-DP
hilus,ANAT-DP
mild,OBS-DP
hilar,ANAT-DP
lymphadenopathy,OBS-DP
perihilar,ANAT-DP
fibrosis,OBS-DP
vertebral,ANAT-DP
collapse,OBS-DP
thoracolumbar junction,ANAT-DP
slightly,OBS-DP
increased,OBS-DP
severity,OBS-DP
new,OBS-DP
area,OBS-DP
vertebral,ANAT-DP
collapse,OBS-DP
two,OBS-DP
vertebral,ANAT-DP
bodies,ANAT-DP
thoracic,ANAT-DP
spine,ANAT-DP
Chain,OBS-DP
suture,OBS-DP
right,ANAT-DP
upper,ANAT-DP
hemithorax,ANAT-DP
linear,OBS-DP
atelectasis,OBS-DP
left,ANAT-DP
mid,ANAT-DP
lung,ANAT-DP
worsening,OBS-DP
atelectasis,OBS-DP
left,ANAT-DP
base,ANAT-DP
Opacity,OBS-DP
anterior,ANAT-DP
spine,ANAT-DP
lung,ANAT-DP
base,ANAT-DP
not appreciably changed,OBS-DP
airspace,ANAT-DP
opacity,OBS-DA
pneumonia,OBS-DA
cardiomediastinal,ANAT-DP
silhouette,ANAT-DP
hilar,ANAT-DP
contours,ANAT-DP
stable,OBS-DP
heart,ANAT-DP
enlarged,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
Increase,OBS-DP
mild,OBS-DP
atelectasis,OBS-DP
left,ANAT-DP
base,ANAT-DP
pneumonia,OBS-U
well,OBS-DP
expanded,OBS-DP
clear,OBS-DP
lungs,ANAT-DP
slight,OBS-DP
bulging,OBS-DP
right,ANAT-DP
superior,ANAT-DP
mediastinum,ANAT-DP
focal,OBS-DP
fat,OBS-DP
adjacent,ANAT-DP
fibrosis,OBS-DP
chronic,OBS-DP
atelectasis,OBS-DP
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
pneumonia,OBS-DA
new,OBS-DA
focal,OBS-DA
areas,OBS-DA
consolidation,OBS-DA
pneumonia,OBS-DA
Multifocal,OBS-DP
linear,OBS-DP
areas,OBS-DP
scarring,OBS-DP
unchanged,OBS-DP
sarcoidosis,OBS-DP
Band - like,OBS-DP
opacity,OBS-DP
periphery,ANAT-DP
left,ANAT-DP
lung,ANAT-DP
base,ANAT-DP
slightly,OBS-DP
worsened,OBS-DP
atelectasis,OBS-DP
left,ANAT-DP
subclavian,ANAT-DP
PICC,OBS-DP
line,OBS-DP
tip,OBS-DP
distal,ANAT-DP
SVC,ANAT-DP
cardiac,ANAT-DP
mediastinal,ANAT-DP
contours,ANAT-DP
unchanged,OBS-DP
increased,OBS-DP
prominence,OBS-DP
pulmonary,ANAT-DP
vasculature,ANAT-DP
indistinctness,OBS-DP
perihilar,ANAT-DP
region,ANAT-DP
mild,OBS-DP
interstitial,ANAT-DP
perihilar,ANAT-DP
edema,OBS-DP
pleural,ANAT-DP
effusions,OBS-DA
pneumothorax,OBS-DA
Surgical,OBS-DP
chain,OBS-DP
sutures,OBS-DP
right,ANAT-DP
upper,ANAT-DP
lobe,ANAT-DP
some,OBS-DP
fullness,OBS-DP
right,ANAT-DP
suprahilar,ANAT-DP
region,ANAT-DP
unchanged,OBS-DP
consolidative,OBS-DP
fibrotic,OBS-DP
area,OBS-DP
right,ANAT-DP
upper,ANAT-DP
lobe,ANAT-DP
Right,ANAT-DP
upper,ANAT-DP
lung,ANAT-DP
surgical,OBS-DP
chain,OBS-DP
sutures,OBS-DP
Linear,OBS-DP
left,ANAT-DP
mid,ANAT-DP
lung,ANAT-DP
opacity,OBS-DP
nodule,OBS-DP
left,ANAT-DP
upper,ANAT-DP
lung,ANAT-DP
Left,ANAT-DP
lung,ANAT-DP
base,ANAT-DP
nodular,OBS-DP
opacity,OBS-DP
nipple,OBS-U
shadow,OBS-U
lungs,ANAT-DP
clear,OBS-DP
Cardiomediastinal,ANAT-DP
silhouette,ANAT-DP
stable,OBS-DP
Multiple,OBS-DP
thoracic,ANAT-DP
compression,OBS-DP
deformities,OBS-DP
acute,OBS-DA
cardiopulmonary,ANAT-DP
process,OBS-DA
Post - surgical,OBS-DP
changes,OBS-DP
right,ANAT-DP
Nodular,OBS-DP
opacity,OBS-DP
left,ANAT-DP
upper,ANAT-DP
lung,ANAT-DP
acute,OBS-DA
cardiopulmonary,ANAT-DP
process,OBS-DA
post,OBS-DP
right,ANAT-DP
upper,ANAT-DP
lobe,ANAT-DP
wedge resection,OBS-DP
post,OBS-DP
operative,OBS-DP
scarring,OBS-DP
volume,ANAT-DP
loss,OBS-DP
confluent,OBS-DP
opacity,OBS-DP
right,ANAT-DP
suprahilar,ANAT-DP
region,ANAT-DP
scattered,OBS-DP
linear,OBS-DP
reticular,OBS-DP
opacities,OBS-DP
both,ANAT-DP
lungs,ANAT-DP
similar,OBS-DP
improved,OBS-DP
Subcentimeter,OBS-DP
nodular,OBS-DP
opacity,OBS-DP
periphery,ANAT-DP
left,ANAT-DP
upper,ANAT-DP
lobe,ANAT-DP
similar,OBS-DP
Heart,ANAT-DP
size,ANAT-DP
normal,OBS-DP
pleural,ANAT-DP
effusions,OBS-DA
Severe,OBS-DP
compression,OBS-DP
deformities,OBS-DP
mid,ANAT-DP
lower,ANAT-DP
thoracic,ANAT-DP
upper,ANAT-DP
lumbar,ANAT-DP
spine,ANAT-DP
similar,OBS-DP
new,OBS-DA
abnormalities,OBS-DA
superimposed,OBS-DA
acute,OBS-DA
process,OBS-DA
CHF,OBS-DA
pneumonia,OBS-DA
Fullness,OBS-DP
right,ANAT-DP
lower,ANAT-DP
paratracheal,ANAT-DP
mediastinum,ANAT-DP
adenopathy,OBS-DA
mediastinum,ANAT-DP
distended,OBS-DP
azygos,ANAT-DP
vein,ANAT-DP
adenopathy,OBS-DP
adjacent,ANAT-DP
right,ANAT-DP
hilus,ANAT-DP
stable,OBS-DP
small,OBS-DP
areas,ANAT-DP
linear,OBS-DP
scarring,OBS-DP
lungs,ANAT-DP
clear,OBS-DP
edema,OBS-DA
pneumonia,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
Heart,ANAT-DP
size,ANAT-DP
normal,OBS-DP
Left,ANAT-DP
basilar,ANAT-DP
atelectasis,OBS-DP
left,ANAT-DP
basilar,ANAT-DP
left,ANAT-DP
mid,ANAT-DP
lung,ANAT-DP
atelectasis,OBS-DP
scarring,OBS-DP
Chain,OBS-DP
sutures,OBS-DP
overlying,OBS-DP
right,ANAT-DP
upper,ANAT-DP
mid,ANAT-DP
hemithorax,ANAT-DP
subtle,OBS-DP
focal,OBS-DP
patchy,OBS-DP
opacity,OBS-DP
right,ANAT-DP
lateral,ANAT-DP
lower,ANAT-DP
chest,ANAT-DP
same,OBS-DP
location,OBS-DP
lateral,OBS-DP
view,OBS-DP
linear,OBS-DP
opacity,OBS-DP
atelectasis,OBS-U
scarring,OBS-U
it,OBS-DP
amorphous,OBS-DP
small,OBS-U
focus,OBS-U
infection,OBS-U
cardiac,ANAT-DP
mediastinal,ANAT-DP
silhouettes,ANAT-DP
stable,OBS-DP
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
persistent,OBS-DP
moderate,OBS-DP
compression,OBS-DP
multiple,OBS-DP
vertebral,ANAT-DP
bodies,ANAT-DP
two,OBS-DP
mid,ANAT-DP
thoracic,ANAT-DP
two,OBS-DP
thoracolumbar,ANAT-DP
region,ANAT-DP
Suture,OBS-DP
material,OBS-DP
right,ANAT-DP
mid,ANAT-DP
lung,ANAT-DP
Scattered,OBS-DP
ill - defined,OBS-DP
opacities,OBS-DP
sarcoid,OBS-U
air,OBS-U
superimposed,OBS-U
infection,OBS-U
large,OBS-DA
effusion,OBS-DA
pneumothorax,OBS-DA
Deformity,OBS-DP
lower,ANAT-DP
thoracic,ANAT-DP
spine,ANAT-DP
bony,ANAT-DP
structures,ANAT-DP
intact,OBS-DP
Scattered,OBS-DP
opacities,OBS-DP
lungs,ANAT-DP
pneumonia,OBS-U
sarcoidosis,OBS-U
flair,OBS-U
lung,ANAT-DP
volumes,ANAT-DP
slightly,OBS-DP
decreased,OBS-DP
minimal,OBS-DP
fluid,OBS-DP
overload,OBS-DP
both,ANAT-DP
vascular,ANAT-DP
interstitial,ANAT-DP
compartment,ANAT-DP
Normal,OBS-DP
size,ANAT-DP
cardiac,ANAT-DP
silhouette,ANAT-DP
Moderate,OBS-DP
tortuosity,OBS-DP
thoracic,ANAT-DP
aorta,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DA
pneumonia,OBS-DA
lungs,ANAT-DP
clear,OBS-DP
Cardiomediastinal,ANAT-DP
hilar,ANAT-DP
contours,ANAT-DP
normal,OBS-DP
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
pneumomediastinum,OBS-DA
Normal,OBS-DP
chest,ANAT-DP
lungs,ANAT-DP
clear,OBS-DP
focal,OBS-DA
consolidation,OBS-DA
Trace,OBS-U
pleural,ANAT-DP
fluid,OBS-U
large,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
cardiac,ANAT-DP
mediastinal,ANAT-DP
silhouettes,ANAT-DP
unremarkable,OBS-DP
focal,OBS-DA
consolidation,OBS-DA
Trace,OBS-U
pleural,ANAT-DP
fluid,OBS-U
large,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
Heart,ANAT-DP
size,ANAT-DP
cardiomediastinal,ANAT-DP
contours,ANAT-DP
normal,OBS-DP
Biapical,ANAT-DP
scarring,OBS-DP
focal,OBS-DA
consolidation,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
displaced,OBS-DA
rib,ANAT-DP
fracture,OBS-DA
acute,OBS-DA
cardiopulmonary,ANAT-DP
process,OBS-DA
displaced,OBS-DA
rib,ANAT-DP
fracture,OBS-DA
Lung,ANAT-DP
volumes,ANAT-DP
low,OBS-DP
bibasilar,ANAT-DP
atelectasis,OBS-DP
Tiny,OBS-U
pleural,ANAT-DP
effusions,OBS-U
pneumothorax,OBS-DA
pneumonia,OBS-DA
heart,ANAT-DP
size,ANAT-DP
cannot be assessed,OBS-DP
mediastinal,ANAT-DP
contour,ANAT-DP
unremarkable,OBS-DP
unfolded,OBS-DP
thoracic,ANAT-DP
aorta,ANAT-DP
Calcified,OBS-DP
pulmonary,ANAT-DP
nodule,ANAT-DP
lateral,ANAT-DP
right,ANAT-DP
mid,ANAT-DP
lung,ANAT-DP
osseous,ANAT-DP
structures,ANAT-DP
intact,OBS-DP
free,OBS-DA
air,OBS-DA
below,ANAT-DP
right,ANAT-DP
hemidiaphragm,ANAT-DP
Bibasilar,ANAT-DP
atelectasis,OBS-DP
small,OBS-U
pleural,ANAT-DP
effusions,OBS-U
pneumonia,OBS-DA
overt,OBS-DA
CHF,OBS-DA
high - positioned,OBS-DP
diaphragms,ANAT-DP
obscuring,OBS-DP
heart,ANAT-DP
size,ANAT-DP
multiple,OBS-DP
plate,OBS-DP
atelectases,OBS-DP
bases,ANAT-DP
Lateral,ANAT-DP
pleural,ANAT-DP
sinuses,ANAT-DP
free,OBS-DP
new,OBS-DA
acute,OBS-DA
infiltrates,OBS-DA
pneumothorax,OBS-DA
apical,ANAT-DP
area,ANAT-DP
linear,OBS-DP
atelectatic,OBS-DP
densities,OBS-DP
fluid,OBS-DA
accumulation,OBS-DA
posterior,ANAT-DP
dependent,ANAT-DP
pleural,ANAT-DP
sinuses,ANAT-DP
Heart,ANAT-DP
size,ANAT-DP
borders,OBS-DP
obscured,OBS-DP
high - positioned,OBS-DP
diaphragms,ANAT-DP
Pulmonary,ANAT-DP
vasculature,ANAT-DP
congestive,OBS-DA
pattern,OBS-DA
Bilateral,ANAT-DP
basal,ANAT-DP
atelectasis,OBS-DP
infectious,OBS-U
overlie,OBS-U
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
Streaky,OBS-DP
posteroinferior,ANAT-DP
left,ANAT-DP
lobe,ANAT-DP
opacity,OBS-DP
atelectasis,OBS-U
infection,OBS-U
posteroinferior,ANAT-DP
left,ANAT-DP
lower,ANAT-DP
lobe,ANAT-DP
pneumonia,OBS-U
Subtle,OBS-DP
streaky,OBS-DP
opacity,OBS-DP
left,ANAT-DP
lower,ANAT-DP
lobe,ANAT-DP
atelectasis,OBS-U
infection,OBS-U
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
central,ANAT-DP
vascular,ANAT-DP
congestion,OBS-DA
pulmonary,ANAT-DP
edema,OBS-DA
Mediastinal,ANAT-DP
hilar,ANAT-DP
contours,ANAT-DP
normal,OBS-DP
Heart,ANAT-DP
size,ANAT-DP
normal,OBS-DP
Streaky,OBS-DP
left,ANAT-DP
lobe,ANAT-DP
opacity,OBS-DP
atelectasis,OBS-U
infection,OBS-U
little,OBS-DP
overall,OBS-DP
change,OBS-DP
Substantial,OBS-DP
layering,OBS-DP
pleural,ANAT-DP
effusions,OBS-DP
bilaterally,ANAT-DP
compressive,OBS-DP
atelectasis,OBS-DP
base,ANAT-DP
dense,OBS-DP
streak,OBS-DP
atelectasis,OBS-DP
right,ANAT-DP
mid,ANAT-DP
zone,ANAT-DP
Extensive,OBS-DP
fixation,OBS-DP
device,OBS-DP
thoracic,ANAT-DP
spine,ANAT-DP
right,ANAT-DP
subclavian,ANAT-DP
catheter,OBS-DP
mid,ANAT-DP
lower,ANAT-DP
portion,ANAT-DP
SVC,ANAT-DP
Widening,OBS-DP
right,ANAT-DP
mediastinum,ANAT-DP
worse,OBS-DA
Heart,ANAT-DP
size,ANAT-DP
stable,OBS-DP
Small,OBS-DP
bilateral,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DP
unchanged,OBS-DP
pneumothorax,OBS-DA
small,OBS-DP
amount,OBS-DP
fluid,OBS-DP
right,ANAT-DP
minor,ANAT-DP
fissure,ANAT-DP
unchanged,OBS-DP
focal,OBS-DA
consolidation,OBS-DA
pneumonia,OBS-DA
Right,ANAT-DP
subclavian,ANAT-DP
line,OBS-DP
tip,OBS-DP
cavoatrial junction,ANAT-DP
Vertebral,ANAT-DP
stabilization,OBS-DP
devices,OBS-DP
midline,ANAT-DP
surgical,OBS-DP
clips,OBS-DP
change,OBS-DA
right,ANAT-DP
mediastinum,ANAT-DP
active,OBS-DP
paraspinal,ANAT-DP
hemorrhage,OBS-DP
Small,OBS-DP
bilateral,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DP
stable,OBS-DP
right,ANAT-DP
subclavian,ANAT-DP
line,OBS-DA
Spinal,ANAT-DP
hardware,OBS-DP
satisfactory,OBS-DP
position,OBS-DP
Moderate,OBS-DP
large,OBS-DP
bilateral,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DP
bibasilar,ANAT-DP
atelectasis,OBS-DP
unchanged,OBS-DP
pneumothorax,OBS-DA
focal,OBS-DA
airspace,ANAT-DP
consolidation,OBS-DA
cardiac,ANAT-DP
mediastinal,ANAT-DP
contours,ANAT-DP
unchanged,OBS-DP
fracture,OBS-DP
left,ANAT-DP
clavicle,ANAT-DP
Unchanged,OBS-DP
moderate,OBS-DP
large,OBS-DP
bilateral,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DP
spinal,ANAT-DP
hardware,OBS-DP
unchanged,OBS-DP
progression,OBS-DP
pleural,ANAT-DP
effusions,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DP
pneumothorax,OBS-DA
Tubes,OBS-DP
lines,OBS-DP
otherwise,OBS-DP
unchanged,OBS-DP
Vertebral,ANAT-DP
stabilization,OBS-DP
devices,OBS-DP
midline,ANAT-DP
surgical,OBS-DP
clips,OBS-DP
obscuring,OBS-DP
fine,OBS-DP
detail,OBS-DP
endotracheal,OBS-DA
esophageal,OBS-DA
tubes,OBS-DA
right - sided,ANAT-DP
subclavian,ANAT-DP
line,OBS-DP
cavoatrial,ANAT-DP
junction,ANAT-DP
unchanged,OBS-DP
layered,OBS-DP
left sided,ANAT-DP
effusion,OBS-DP
some,OBS-DP
fluid,OBS-DP
minor,ANAT-DP
fissure,ANAT-DP
decrease,OBS-DP
right,ANAT-DP
hemithorax,ANAT-DP
opacification,OBS-DP
decreased,OBS-DP
effusion,OBS-DP
mild,OBS-DP
hazinness,OBS-DP
left,ANAT-DP
lower,ANAT-DP
lung,ANAT-DP
small,OBS-DP
layering,OBS-DP
left sided,ANAT-DP
effusion,OBS-U
dense,OBS-DP
retrocardiac,ANAT-DP
opacity,OBS-DP
postoperative,OBS-DP
atelectasis,OBS-DP
unchanged,OBS-DP
focal,OBS-DA
pulmonary,ANAT-DP
opacities,OBS-DA
pneumonia,OBS-DA
pneumothorax,OBS-DA
increased,OBS-DP
widening,OBS-DP
upper,ANAT-DP
mid,ANAT-DP
mediastinum,ANAT-DP
right,ANAT-DP
margin,ANAT-DP
Cardiac,ANAT-DP
contour,ANAT-DP
stable,OBS-DP
Increased,OBS-DP
widening,OBS-DP
upper,ANAT-DP
mid,ANAT-DP
mediastinum,ANAT-DP
right,ANAT-DP
margin,ANAT-DP
paraspinal,OBS-U
hemorrhage,OBS-U
endotracheal,OBS-DA
nasogastric,OBS-DA
tube,OBS-DA
Spinal,ANAT-DP
stabilization,OBS-DP
devices,OBS-DP
surgical,OBS-DP
clips,OBS-DP
left,ANAT-DP
subclavian,ANAT-DP
line,OBS-DP
unchanged,OBS-DP
Layered,OBS-DP
right sided,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
improved,OBS-U
small,OBS-DP
layering,OBS-DP
left sided,ANAT-DP
effusion,OBS-DP
Stable,OBS-DP
left,ANAT-DP
lower,ANAT-DP
lobe,ANAT-DP
atelectasis,OBS-DP
Vertebral,ANAT-DP
stabilization,OBS-DP
devices,OBS-DP
cutaneous,ANAT-DP
clips,OBS-DP
patient,OBS-DP
intubated,OBS-DP
tip,OBS-DP
endotracheal,OBS-DP
tube,OBS-DP
8 cm above,ANAT-DP
carina,ANAT-DP
Retrocardiac,ANAT-DP
atelectasis,OBS-DP
Subtle,OBS-DP
nondisplaced,OBS-DP
fracture,OBS-DP
eighth,ANAT-DP
left,ANAT-DP
rib,ANAT-DP
dorsolateral part,ANAT-DP
pneumothorax,OBS-DA
other,OBS-DA
abnormalities,OBS-DA
clear,OBS-DP
lungs,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
cardiomediastinal,ANAT-DP
silhouette,ANAT-DP
normal,OBS-DP
acute,OBS-DA
cardiopulmonary,ANAT-DP
process,OBS-DA
focal,OBS-DA
consolidation,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
cardiomediastinal,ANAT-DP
silhouette,ANAT-DP
normal,OBS-DP
acute,OBS-DA
cardiopulmonary,ANAT-DP
process,OBS-DA
lungs,ANAT-DP
well - expanded,OBS-DP
clear,OBS-DP
cardiomediastinal,ANAT-DP
hilar,ANAT-DP
contours,ANAT-DP
unremarkable,OBS-DP
pneumothorax,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
consolidation,OBS-DA
acute,OBS-DA
displaced,OBS-DA
rib,ANAT-DP
fractures,OBS-DA
metallic,OBS-DP
surgical,OBS-DP
anchor,OBS-DP
device,OBS-DP
left,ANAT-DP
humeral,ANAT-DP
head,ANAT-DP
Degenerative,OBS-DP
changes,OBS-DP
lower,ANAT-DP
thoracic,ANAT-DP
spine,ANAT-DP
acute,OBS-DA
cardiopulmonary,ANAT-DP
process,OBS-DA
lungs,ANAT-DP
well,OBS-DP
expanded,OBS-DP
clear,OBS-DP
bilaterally,ANAT-DP
masses,OBS-DA
lesions,OBS-DA
